608,82320010,1713,473347.4176,3967783.129,532088155,690951025,0.770081,1212148
608,8232052001,388,478118.4241,3963941.184,412088253,690951025,0.596407,2532424
608,8232049001,273,477415.3462,3962942.56,243216975,690951025,0.352003,4478474
608,82320110,1334,471311.0286,3970018.349,383574010,690951025,0.555139,2700022
608,8232046001,368,479207.2733,3960964.705,489121332,690951025,0.707896,1657377
608,8232044002,361,479731.0266,3960638.669,543958906,690951025,0.787261,1150860
608,8232044003,374,479506.7688,3960880.371,508741595,690951025,0.736292,1409114
608,8232043001,399,480139.0512,3960186.112,536892649,690951025,0.777034,1196481
608,8232045001,682,479750.4728,3960224.115,527220013,690951025,0.763035,1225534
608,8232045002,460,479535.0645,3960437.467,511532859,690951025,0.740332,1388855
608,8232045003,414,479291.8688,3960695.924,545101414,690951025,0.788915,1142508
608,8232047002,309,480401.5198,3961324.489,541642142,690951025,0.783908,1173687
608,8232048001,853,480383.8361,3960503.429,388906135,690951025,0.562856,2633180
608,8232048003,637,479978.9117,3961090.024,495416358,690951025,0.717006,1547614
608,8232048004,1045,479989.0778,3961384.308,366824180,690951025,0.530898,2947167
608,8232048005,1127,479824.3994,3961531.315,289187614,690951025,0.418536,3843209
608,82320020,2587,471886.2065,3968198.809,510144004,690951025,0.738322,1402409
608,0,0,0,0,101020721,690951025,0.146205,19192257
608,0,0,0,0,478945525,690951025,0.693169,1770953
608,0,0,0,0,437644454,690951025,0.633394,2109748
608,0,0,0,0,548517990,690951025,0.793859,1136108
608,8232042001,518,479776.6364,3959000.422,201823232,690951025,0.292095,6876719
608,8232053001,324,476983.8927,3967367.689,471655155,690951025,0.682617,1884872
608,122150010,3018,470100.6569,3953234.636,277429543,690951025,0.401518,3985297
608,12215004001,1282,466911.6436,3953313.148,131154246,690951025,0.189817,9105055
608,12215003001,2594,468505.1856,3951980.844,330206477,690951025,0.477901,3205759
608,12215002001,910,468578.6874,3953274.653,380873988,690951025,0.551232,2769443
608,12215013001,1693,465783.3864,3951890.749,439750281,690951025,0.636442,2105827
608,122150410,516,474390.2753,3952053.458,467852192,690951025,0.677113,1932584
608,122150370,669,475672.6402,3950044.519,256480774,690951025,0.3712,4373595
608,12215019001,357,465134.402,3954913.6,238738501,690951025,0.345522,4656999
608,122150290,677,472854.0437,3957200.663,538087268,690951025,0.778763,1194619
608,12215020001,648,467810.5187,3956509.253,454136032,690951025,0.657262,2001028
608,122150300,1630,471447.0034,3953745.933,157119094,690951025,0.227395,8421229
608,122150210,2541,468886.3677,3954593.54,252107179,690951025,0.36487,4440630
608,122150320,710,471015.9117,3955196.745,515607754,690951025,0.746229,1343649
608,122150430,4168,472870.0885,3952255.858,111975903,690951025,0.162061,10955182
608,122150250,1894,472695.4288,3953720.004,229291100,690951025,0.331849,5013216
608,122150280,403,472210.6885,3958755.887,507332481,690951025,0.734252,1425403
608,122150350,157,477258.0341,3950469.222,540468455,690951025,0.782209,1188300
608,12215018001,342,466505.0645,3956902.462,399297857,690951025,0.577896,2573093
608,12215012001,1115,465808.6224,3949499.407,496963850,690951025,0.719246,1547492
608,12215007001,1145,469797.951,3952040.077,327000718,690951025,0.473262,3239165
608,122150240,647,474449.7819,3955475.02,480704585,690951025,0.695714,1759060
608,12215011001,888,467671.7954,3950388.598,477174572,690951025,0.690605,1831274
608,12215005001,359,469813.4582,3951012.421,533297731,690951025,0.771831,1209576
608,122150060,832,470887.9549,3951869.022,487463955,690951025,0.705497,1660156
608,122150420,720,473865.0319,3951402.598,386272955,690951025,0.559045,2698945
608,122150440,687,475878.2303,3953227.581,378104545,690951025,0.547223,2781843
608,122150380,1549,475531.0863,3950752.477,180566199,690951025,0.26133,7542618
608,122150400,700,474706.5884,3951273.083,372531532,690951025,0.539158,2796945
608,123490190,1228,471639.2744,3964532.985,460107397,690951025,0.665905,1978821
608,123490100,4050,469723.355,3966544.778,363877013,690951025,0.526632,2963830
608,123490110,1512,470934.6183,3965513.75,351943445,690951025,0.509361,2997270
608,123490220,744,471798.35,3960410.445,424231261,690951025,0.613982,2344097
608,123490120,1091,473140.4378,3965122.464,493868744,690951025,0.714767,1571550
608,123490130,789,473170.1831,3963981.206,505907078,690951025,0.732189,1438495
608,123490140,677,473227.3689,3963061.697,547381882,690951025,0.792215,1139462
608,0,0,0,0,426554241,690951025,0.617344,2322980
